Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Acura,ZDX,2012,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr Hatchback,23,16,204,46120
Hyundai,Tucson,2015,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,28,21,1439,26450
Nissan,Maxima,2017,premium unleaded (recommended),300.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,30,21,2009,32610
Oldsmobile,Alero,2004,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,27,18,26,21985
Infiniti,QX60,2015,premium unleaded (recommended),230.0,4.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,28,26,190,45400
Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,24,18,1385,33215
Ferrari,F430,2008,premium unleaded (required),483.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,16,11,2774,186925
Oldsmobile,Eighty-Eight Royale,1994,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,26,17,26,2000
Nissan,Titan,2015,regular unleaded,317.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,18,13,2009,29640
Land Rover,Range Rover Evoque,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,30,21,258,48300
Ford,F-150 Heritage,2004,regular unleaded,231.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Extended Cab Pickup,17,13,5657,28975
Volkswagen,GLI,2008,premium unleaded (required),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Compact,Sedan,29,22,873,25375
Chrysler,Le Baron,1995,regular unleaded,141.0,6.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,26,18,1013,2000
Cadillac,DeVille,2003,regular unleaded,300.0,8.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,25,16,1624,49150
Infiniti,QX,2012,premium unleaded (recommended),400.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,20,14,190,63100
Honda,Pilot,2015,regular unleaded,250.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,24,17,2202,41620
Toyota,MR2 Spyder,2003,premium unleaded (required),138.0,4.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Convertible,30,22,2031,25645
BMW,3 Series,2016,diesel,180.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,42,32,3916,39850
Nissan,Pathfinder,2016,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,27,20,2009,33150
Ford,F-150,2016,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,21,15,5657,55940
Cadillac,Escalade,2017,premium unleaded (recommended),420.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,22,15,1624,78395
Ford,E-Series Van,2013,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,Cargo Van,16,12,5657,32385
Acura,RDX,2017,premium unleaded (recommended),279.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,27,19,204,42070
Lincoln,MKZ,2017,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,28,20,61,41400
GMC,Sierra 1500 Classic,2007,flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,19,14,549,32690
Dodge,Shadow,1992,regular unleaded,100.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,29,20,1851,2000
Kia,Rio,2015,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,37,27,1720,13990
Toyota,RAV4 EV,2012,electric,154.0,,DIRECT_DRIVE,front wheel drive,4.0,Midsize,4dr SUV,74,78,2031,49800
Volvo,850,1997,regular unleaded,240.0,5.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,24,17,870,2091
Ford,Fiesta,2015,regular unleaded,120.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,36,28,5657,15685
Toyota,Corolla,2016,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,37,29,2031,20065
Mitsubishi,Endeavor,2010,premium unleaded (recommended),225.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,19,15,436,31499
Audi,A8,2016,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,36,24,3105,85200
Mazda,RX-8,2011,premium unleaded (required),232.0,,MANUAL,rear wheel drive,4.0,Compact,Coupe,22,16,586,32260
Buick,Verano,2016,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,32,21,155,24475
Aston Martin,DB9 GT,2016,premium unleaded (required),540.0,12.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,19,13,259,198250
Toyota,Tacoma,2016,regular unleaded,278.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,24,19,2031,31125
Ford,Explorer,2016,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,17,5657,41300
GMC,Sierra 1500 Classic,2007,regular unleaded,285.0,8.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,18,14,549,27560
Mazda,Truck,2002,regular unleaded,147.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Extended Cab Pickup,21,17,586,18090
Dodge,Ram Pickup 1500,2009,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,20,14,1851,21820
Hyundai,Santa Fe Sport,2016,regular unleaded,190.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,25,19,1439,26700
Volkswagen,Cabrio,2001,regular unleaded,115.0,4.0,MANUAL,front wheel drive,2.0,Compact,Convertible,28,21,873,20600
Chrysler,300,2016,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,27,18,1013,38095
Cadillac,Escalade EXT,2013,flex-fuel (premium unleaded recommended/E85),403.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Crew Cab Pickup,18,13,1624,67250
Oldsmobile,Alero,2003,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,27,18,26,22685
BMW,6 Series,2017,premium unleaded (required),315.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,29,20,3916,85100
Chevrolet,TrailBlazer,2008,regular unleaded,285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,20,14,1385,26390
Toyota,Pickup,1993,regular unleaded,150.0,6.0,MANUAL,four wheel drive,2.0,Compact,Extended Cab Pickup,17,14,2031,2221
Suzuki,Verona,2005,regular unleaded,155.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,25,18,481,17549
Mitsubishi,Mirage,2014,regular unleaded,74.0,3.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,44,37,436,13995
Cadillac,CTS,2016,premium unleaded (recommended),268.0,4.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,31,21,1624,51285
Chevrolet,Astro Cargo,2005,regular unleaded,190.0,6.0,AUTOMATIC,all wheel drive,3.0,Large,Cargo Minivan,18,14,1385,25430
Mercedes-Benz,C-Class,2015,premium unleaded (required),503.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,25,18,617,71900
Toyota,Matrix,2011,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,28,21,2031,19565
BMW,M4,2016,premium unleaded (required),425.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Convertible,26,17,3916,74200
Dodge,Stealth,1996,regular unleaded,164.0,6.0,MANUAL,front wheel drive,2.0,Compact,Coupe,22,17,1851,2231
Porsche,Panamera,2016,premium unleaded (required),570.0,8.0,AUTOMATED_MANUAL,all wheel drive,4.0,Large,Sedan,24,15,1715,200500
Volkswagen,Rabbit,2007,regular unleaded,150.0,5.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,28,19,873,18185
Chevrolet,Tahoe,2015,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,23,16,1385,61085
Acura,CL,2003,premium unleaded (required),260.0,6.0,AUTOMATIC,front wheel drive,2.0,Midsize,Coupe,27,17,204,30550
Land Rover,Range Rover,2016,diesel,254.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,29,22,258,93450
Mazda,2,2013,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,34,28,586,17050
Ford,Transit Connect,2017,flex-fuel (unleaded/E85),169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Passenger Minivan,27,19,5657,28215
GMC,S-15,1990,regular unleaded,105.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,25,21,549,2000
Subaru,WRX,2016,premium unleaded (recommended),268.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Sedan,24,18,640,30095
Suzuki,Sidekick,1996,regular unleaded,95.0,4.0,MANUAL,four wheel drive,4.0,Compact,4dr SUV,24,21,481,2000
Chevrolet,Suburban,2017,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,4dr SUV,22,15,1385,67730
Lexus,LS 460,2017,premium unleaded (required),359.0,8.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,23,16,454,75465
Pontiac,Montana,2003,regular unleaded,185.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,24,17,210,26140
Volvo,XC60,2015,regular unleaded,325.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,17,870,49800
Hyundai,Sonata Hybrid,2017,regular unleaded,193.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,45,39,1439,26000
Volvo,S60,2016,regular unleaded,250.0,5.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,28,20,870,43700
Chevrolet,Trax,2016,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,31,24,1385,24145
Ford,F-150,2016,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,26,19,5657,35895
Chevrolet,Astro Cargo,2003,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,3.0,Large,Cargo Minivan,21,15,1385,22050
Mazda,3,2015,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,41,29,586,22745
Audi,S6,2016,premium unleaded (required),450.0,8.0,AUTOMATED_MANUAL,all wheel drive,4.0,Midsize,Sedan,27,18,3105,70900
Ford,F-250,1998,regular unleaded,220.0,8.0,AUTOMATIC,rear wheel drive,3.0,Large,Extended Cab Pickup,18,13,5657,3138
Dodge,Journey,2015,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,16,1851,28695
BMW,4 Series Gran Coupe,2016,premium unleaded (required),300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,31,20,3916,47950
Mercedes-Benz,E55 AMG,1999,regular unleaded,349.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,21,15,617,5878
BMW,M4,2017,premium unleaded (required),425.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Convertible,26,17,3916,74700
FIAT,500X,2016,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,30,21,819,24635
Infiniti,QX70,2016,premium unleaded (required),325.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,22,16,190,47300
Audi,Q3,2016,premium unleaded (recommended),200.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,28,20,3105,35800
Hyundai,Veloster,2016,regular unleaded,132.0,4.0,AUTOMATED_MANUAL,front wheel drive,3.0,Compact,2dr Hatchback,36,28,1439,19100
Volkswagen,Passat,2015,regular unleaded,170.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,35,24,873,21340
Chevrolet,Cobalt,2008,premium unleaded (recommended),260.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,30,22,1385,22335
Ford,F-150,2015,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,25,18,5657,31320
Volvo,S90,2017,premium unleaded (recommended),250.0,4.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,34,23,870,46950
Ford,Shelby GT500,2014,premium unleaded (required),662.0,8.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,24,15,5657,55110
Nissan,Frontier,2016,regular unleaded,261.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,22,16,2009,25680
Volkswagen,Jetta,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,37,25,873,20095
Hyundai,Sonata,2017,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,25,1439,27150
Kia,Sorento,2017,regular unleaded,290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,25,18,1720,30790
Ferrari,360,2004,premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Convertible,15,10,2774,180408
Lexus,RX 350,2015,regular unleaded,270.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,26,18,454,48710
Buick,LaCrosse,2016,flex-fuel (unleaded/E85),304.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,26,17,155,38905
Plymouth,Colt,1994,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,35,28,535,2000
Dodge,Dakota,2009,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,20,15,1851,22560
Dodge,RAM 250,1993,regular unleaded,230.0,8.0,MANUAL,four wheel drive,2.0,Large,Extended Cab Pickup,15,12,1851,2220
Lexus,GS 430,2007,premium unleaded (required),290.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,23,16,454,52375
Infiniti,Q50,2016,premium unleaded (recommended),360.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,34,28,190,47050
Ford,F-150,2016,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Crew Cab Pickup,26,19,5657,42425
Toyota,Sienna,2016,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Passenger Minivan,25,18,2031,26745
BMW,6 Series,2015,premium unleaded (required),315.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,31,20,3916,83600
GMC,Savana Cargo,2014,flex-fuel (unleaded/E85),310.0,8.0,AUTOMATIC,all wheel drive,3.0,Midsize,Cargo Van,17,13,549,32760
Chevrolet,Traverse,2015,regular unleaded,281.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,17,1385,30995
Cadillac,ATS,2015,regular unleaded,202.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Sedan,33,21,1624,33215
Hyundai,Elantra,2016,regular unleaded,145.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,37,27,1439,17250
Audi,A4,2016,premium unleaded (required),220.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,22,3105,38000
Chevrolet,Cruze Limited,2016,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,35,22,1385,18970
Ford,Edge,2016,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,30,20,5657,31790
Toyota,Venza,2013,regular unleaded,268.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Wagon,25,18,2031,34780
Ferrari,575M,2003,premium unleaded (required),515.0,12.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,16,9,2774,228339
Volkswagen,Golf R,2017,premium unleaded (recommended),292.0,4.0,MANUAL,all wheel drive,4.0,Compact,4dr Hatchback,31,22,873,35655
Volkswagen,Jetta,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,33,23,873,29280
Suzuki,Esteem,2002,regular unleaded,122.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,32,24,481,14299
Dodge,Ramcharger,1992,regular unleaded,230.0,8.0,MANUAL,four wheel drive,2.0,Midsize,2dr SUV,14,11,1851,2000
Chevrolet,Colorado,2016,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,25,19,1385,30030
Subaru,Baja,2004,premium unleaded (required),210.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,Crew Cab Pickup,21,16,640,24995
Volkswagen,Beetle,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,31,24,873,23995
Acura,TSX,2013,premium unleaded (recommended),201.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,29,21,204,31510
Suzuki,Forenza,2008,regular unleaded,127.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Wagon,27,19,481,16989
Subaru,Tribeca,2014,regular unleaded,256.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,16,640,34095
Kia,Sorento,2015,regular unleaded,290.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,18,1720,33500
Dodge,Ram Pickup 1500,2010,flex-fuel (unleaded/E85),310.0,8.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,18,13,1851,28725
Toyota,Tercel,1996,regular unleaded,93.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,36,29,2031,2000
Buick,Envision,2017,premium unleaded (recommended),252.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,26,20,155,42320
Subaru,B9 Tribeca,2007,premium unleaded (required),245.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,16,640,33495
Bentley,Continental GT,2015,premium unleaded (required),521.0,8.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,24,14,520,219400
Buick,Lucerne,2009,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,26,17,155,35270
Infiniti,G37,2008,premium unleaded (required),330.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,24,18,190,34900
Mazda,RX-8,2009,premium unleaded (required),232.0,,MANUAL,rear wheel drive,4.0,Compact,Coupe,22,16,586,31000
Mazda,CX-9,2016,regular unleaded,227.0,4.0,AUTOMATIC,all wheel drive,4.0,Large,4dr SUV,27,21,586,37770
Dodge,Challenger,2016,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,30,19,1851,26995
Nissan,Xterra,2013,regular unleaded,261.0,6.0,AUTOMATIC,four wheel drive,4.0,Midsize,4dr SUV,20,15,2009,26900
Toyota,Yaris,2015,regular unleaded,106.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,2dr Hatchback,36,30,2031,15570
Ford,Edge,2016,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,28,20,5657,37595
Volkswagen,Touareg 2,2009,premium unleaded (recommended),350.0,8.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,18,13,873,48900
BMW,M4 GTS,2016,premium unleaded (required),493.0,6.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Midsize,Coupe,23,16,3916,133205
Ford,Ranger,2010,regular unleaded,143.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,27,22,5657,18960
Chevrolet,Sonic,2015,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,35,25,1385,17245
Lexus,GS 350,2015,premium unleaded (required),306.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,26,19,454,50850
Mazda,6,2017,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,35,26,586,30695
Cadillac,CTS Coupe,2014,regular unleaded,318.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,27,18,1624,43795
BMW,4 Series Gran Coupe,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,33,22,3916,42300
Chevrolet,Silverado 1500,2017,regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,15,1385,54625
Tesla,Model S,2016,electric,,0.0,DIRECT_DRIVE,all wheel drive,4.0,Large,Sedan,102,101,1391,75000
Chevrolet,Corvette,2016,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29,17,1385,59855
Audi,R8,2014,premium unleaded (required),525.0,10.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Coupe,22,13,3105,160300
Audi,R8,2015,premium unleaded (required),570.0,10.0,AUTOMATED_MANUAL,all wheel drive,2.0,Compact,Coupe,22,13,3105,199900
Subaru,Crosstrek,2016,regular unleaded,148.0,4.0,MANUAL,all wheel drive,4.0,Compact,4dr SUV,31,23,640,22395
Volkswagen,Beetle Convertible,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Compact,Convertible,32,24,873,29595
Ford,F-150,2017,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,25,18,5657,34790
GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Regular Cab Pickup,24,18,549,33595
Hyundai,Santa Fe Sport,2017,regular unleaded,265.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,24,19,1439,38250
Chevrolet,Silverado 1500,2016,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,22,17,1385,31335
Chrysler,Town and Country,2016,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Passenger Minivan,25,17,1013,38445
Mazda,MX-5 Miata,2014,premium unleaded (recommended),167.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,28,21,586,29450
Pontiac,Montana SV6,2006,regular unleaded,196.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Passenger Minivan,21,15,210,27750
Suzuki,Vitara,2002,regular unleaded,127.0,4.0,AUTOMATIC,four wheel drive,2.0,Compact,Convertible SUV,23,20,481,17999
Audi,TT RS,2013,premium unleaded (required),360.0,5.0,MANUAL,all wheel drive,2.0,Compact,Coupe,25,18,3105,57200
Saab,900,1996,regular unleaded,150.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,26,18,376,2000
Ford,Ranger,2011,regular unleaded,207.0,6.0,MANUAL,four wheel drive,4.0,Compact,Extended Cab Pickup,19,15,5657,26070
Lincoln,MKX,2017,regular unleaded,303.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,23,16,61,40755
Infiniti,Q50,2016,premium unleaded (recommended),360.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,31,27,190,49050
Honda,Civic,2015,regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,39,30,2202,19990
GMC,Vandura,1995,regular unleaded,165.0,6.0,AUTOMATIC,rear wheel drive,3.0,Compact,Cargo Van,20,15,549,2000
Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,2.0,Large,Regular Cab Pickup,22,17,1385,30345
Buick,Enclave,2017,regular unleaded,288.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,22,15,155,49625
Chevrolet,Tahoe,2017,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,4dr SUV,23,16,1385,52345
Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,4.0,Large,Crew Cab Pickup,22,17,1385,39540
GMC,Rally Wagon,1995,regular unleaded,165.0,6.0,AUTOMATIC,rear wheel drive,3.0,Compact,Passenger Van,15,13,549,2000
Mercedes-Benz,GLE-Class,2016,premium unleaded (required),302.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,4dr SUV,24,18,617,51100
Infiniti,Q60 Convertible,2014,premium unleaded (recommended),325.0,6.0,MANUAL,rear wheel drive,2.0,Midsize,Convertible,24,16,190,53400
Dodge,Ram 50 Pickup,1993,regular unleaded,116.0,4.0,MANUAL,rear wheel drive,2.0,Compact,Regular Cab Pickup,22,17,1851,2000
Toyota,Cressida,1990,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,22,17,2031,2000
Lincoln,MKS,2015,premium unleaded (recommended),365.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Sedan,25,17,61,45840
Oldsmobile,Eighty-Eight,1999,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,Sedan,27,17,26,2210
Oldsmobile,Ciera,1996,regular unleaded,160.0,6.0,AUTOMATIC,front wheel drive,4.0,Midsize,Wagon,26,18,26,2000
Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Extended Cab Pickup,24,18,1385,33445
Porsche,Cayman,2014,premium unleaded (required),275.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,30,20,1715,52600
Chevrolet,S-10,2002,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,18,14,1385,24462
Cadillac,CTS Wagon,2012,regular unleaded,270.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Wagon,27,18,1624,39015
Volvo,S60,2016,regular unleaded,302.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,31,22,870,44400
Chevrolet,C/K 2500 Series,1998,regular unleaded,255.0,8.0,MANUAL,rear wheel drive,2.0,Large,Regular Cab Pickup,18,12,1385,3090
Acura,TSX,2013,premium unleaded (recommended),201.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,31,22,204,33610
GMC,Canyon,2016,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,26,18,549,27385
Volkswagen,Passat,2015,regular unleaded,170.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,35,24,873,21340
Dodge,Ram Cargo,2003,regular unleaded,225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Midsize,Cargo Van,15,13,1851,21580
Ford,Freestyle,2005,regular unleaded,203.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,Wagon,22,17,5657,28240
Ford,Transit Connect,2017,flex-fuel (unleaded/E85),169.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Cargo Minivan,27,20,5657,23900
